temperature,humidity,wind_speed,pressure,uv_index,rain_prob,season,time_of_day,feel_category
22.1,84.7,13.4,1002.4,1.1,87.5,Rainy,Evening,Pleasant
13.5,58.0,109.1,1046.3,4.4,37.8,Autumn,Afternoon,Cold
17.7,79.0,31.5,968.1,0.6,38.1,Autumn,Night,Cool
27.9,85.6,98.5,948.1,0.9,83.8,Rainy,Night,Comfortable
15.8,34.1,13.8,1067.4,4.3,28.5,Spring,Afternoon,Cool
26.0,96.8,0.7,1052.7,7.6,45.5,Rainy,Morning,Comfortable
13.0,73.4,2.9,983.5,5.8,29.9,Winter,Afternoon,Cold
26.3,82.6,28.4,1070.7,0.2,43.3,Spring,Evening,Comfortable
26.4,76.5,7.1,917.9,6.0,11.8,Summer,Morning,Comfortable
3.4,37.3,102.2,1054.3,1.1,35.8,Winter,Morning,Very Cold
20.9,56.6,95.3,994.1,3.4,32.4,Autumn,Morning,Pleasant
30.6,57.7,31.3,852.3,11.5,20.4,Summer,Morning,Warm
13.8,61.4,103.6,884.9,1.1,34.7,Winter,Night,Cold
-6.4,37.2,31.5,995.3,1.4,5.0,Winter,Evening,Freezing
25.7,83.0,82.8,1059.4,0.6,93.3,Rainy,Evening,Comfortable
-13.9,44.7,14.3,907.6,0.2,32.9,Winter,Evening,Very Freezing
43.7,11.9,113.8,1027.8,5.1,30.6,Summer,Morning,Very Hot
-4.4,61.7,118.0,910.4,5.8,28.6,Winter,Afternoon,Freezing
11.2,67.2,7.7,999.0,1.5,8.4,Autumn,Evening,Cold
10.4,76.4,55.2,904.4,0.3,38.1,Autumn,Evening,Cold
20.8,77.2,74.4,986.2,1.9,57.4,Rainy,Morning,Pleasant
30.3,52.6,84.5,904.4,0.7,15.6,Summer,Night,Warm
23.4,74.0,29.0,867.0,0.6,10.7,Autumn,Night,Pleasant
20.9,77.2,101.4,939.9,5.8,12.5,Autumn,Morning,Pleasant
27.8,65.3,49.1,932.3,5.9,86.0,Rainy,Morning,Comfortable
30.1,93.6,118.1,1077.4,1.7,43.2,Rainy,Evening,Warm
39.2,31.3,55.0,949.2,9.3,22.8,Summer,Morning,Hot
21.6,83.1,86.7,893.5,1.1,82.9,Rainy,Evening,Pleasant
18.4,80.7,35.6,1082.4,0.2,79.1,Rainy,Night,Cool
-4.4,60.5,35.8,963.8,2.1,12.2,Winter,Afternoon,Freezing
6.9,36.3,77.3,1058.6,1.2,25.9,Winter,Night,Very Cold
-11.2,75.3,10.2,1066.5,1.0,11.9,Winter,Evening,Very Freezing
4.2,73.7,19.6,876.1,0.3,35.1,Winter,Evening,Very Cold
18.5,80.1,52.3,882.3,6.2,78.6,Spring,Morning,Cool
-18.3,44.2,16.3,915.0,3.7,37.7,Winter,Morning,Very Freezing
9.2,69.1,13.5,1034.0,2.9,25.6,Winter,Morning,Cold
32.0,74.2,33.5,1082.7,0.0,81.8,Rainy,Evening,Warm
29.7,99.1,117.1,866.3,6.8,78.8,Rainy,Morning,Comfortable
28.2,65.8,117.9,1078.0,0.9,1.6,Summer,Evening,Comfortable
29.6,89.6,55.1,863.8,4.0,68.1,Rainy,Afternoon,Comfortable
23.3,47.1,63.0,866.5,1.9,14.4,Spring,Evening,Pleasant
-7.6,67.5,79.5,1028.8,2.9,12.6,Winter,Morning,Freezing
18.6,85.9,104.4,1072.7,0.9,67.6,Rainy,Night,Cool
23.7,75.2,29.4,955.3,6.9,35.1,Spring,Afternoon,Pleasant
41.8,23.4,30.5,1007.8,5.2,28.8,Summer,Morning,Very Hot
-4.7,48.8,65.6,872.8,6.3,23.3,Winter,Afternoon,Freezing
12.7,52.1,113.7,949.1,0.2,21.0,Autumn,Night,Cold
22.0,45.6,119.4,1091.6,4.1,10.4,Spring,Morning,Pleasant
20.0,67.8,107.2,1022.4,0.6,27.8,Autumn,Night,Pleasant
6.6,64.1,9.3,978.2,3.4,13.1,Winter,Morning,Very Cold
23.0,73.0,84.4,1058.6,1.4,29.9,Spring,Afternoon,Pleasant
10.3,53.8,4.0,1088.5,2.5,31.6,Autumn,Morning,Cold
21.3,82.3,109.8,902.9,0.3,85.5,Rainy,Night,Pleasant
22.8,38.1,77.5,908.2,0.3,27.3,Autumn,Night,Pleasant
28.6,75.8,53.8,951.4,7.9,57.5,Rainy,Morning,Comfortable
26.4,75.8,54.9,914.7,13.8,7.9,Summer,Afternoon,Comfortable
1.5,42.3,65.5,1021.0,2.3,20.8,Winter,Morning,Very Cold
11.0,75.0,40.3,993.6,1.0,20.5,Autumn,Night,Cold
20.5,54.9,88.0,1060.0,1.1,3.5,Spring,Night,Pleasant
12.3,36.9,43.9,907.3,2.5,2.2,Autumn,Morning,Cold
17.2,53.7,61.3,885.1,4.0,13.7,Spring,Afternoon,Cool
-19.8,55.7,82.3,906.6,0.3,35.5,Winter,Night,Very Freezing
-12.2,77.1,98.1,962.1,1.0,8.7,Winter,Evening,Very Freezing
18.0,35.4,53.9,1085.1,1.9,9.6,Autumn,Evening,Cool
36.9,45.0,32.6,850.9,6.6,14.0,Summer,Morning,Hot
3.8,46.5,54.9,873.9,7.3,37.4,Winter,Morning,Very Cold
30.2,71.1,5.5,994.9,1.8,50.6,Rainy,Evening,Warm
30.3,44.6,79.5,1091.4,14.2,20.1,Summer,Morning,Warm
11.9,83.8,115.7,890.9,3.1,46.0,Autumn,Morning,Cold
21.4,50.8,10.6,935.6,7.9,25.2,Autumn,Morning,Pleasant
29.2,84.2,98.5,920.4,0.1,43.4,Summer,Evening,Comfortable
23.0,57.3,101.2,961.5,1.4,29.3,Autumn,Evening,Pleasant
23.1,87.3,8.5,940.4,1.1,99.8,Rainy,Evening,Pleasant
8.6,53.8,95.6,998.9,7.2,16.4,Winter,Morning,Cold
2.1,53.0,17.3,873.4,0.0,34.9,Winter,Evening,Very Cold
21.0,90.8,38.4,976.5,2.1,97.6,Rainy,Afternoon,Pleasant
22.1,52.4,91.5,886.0,0.0,0.8,Autumn,Night,Pleasant
-4.1,58.5,0.9,955.7,1.4,17.7,Winter,Evening,Freezing
21.3,93.5,70.6,902.7,2.7,77.7,Rainy,Morning,Pleasant
20.4,44.2,104.0,1017.3,4.1,19.5,Spring,Morning,Pleasant
1.9,49.7,119.5,970.0,4.4,22.6,Winter,Morning,Very Cold
45.0,28.0,86.2,996.6,9.9,7.7,Summer,Afternoon,Extreme Heat
26.9,48.4,114.3,983.3,5.4,21.7,Spring,Afternoon,Comfortable
1.8,54.6,93.4,905.1,2.2,16.3,Winter,Morning,Very Cold
24.2,53.0,62.1,871.1,7.9,26.7,Spring,Afternoon,Pleasant
27.7,83.1,21.0,1012.0,0.5,83.1,Summer,Evening,Comfortable
23.8,63.8,107.1,869.7,3.3,9.9,Spring,Morning,Pleasant
28.3,89.0,25.4,909.7,3.0,64.7,Rainy,Afternoon,Comfortable
-19.3,78.4,115.9,935.4,3.4,0.3,Winter,Morning,Very Freezing
20.1,70.6,94.8,1004.1,0.1,77.4,Rainy,Night,Pleasant
-7.1,72.3,97.3,950.1,7.6,16.3,Winter,Afternoon,Freezing
11.1,67.0,82.7,935.4,0.4,32.5,Autumn,Night,Cold
-1.0,83.3,17.7,1085.2,0.4,74.0,Winter,Night,Freezing
13.8,45.0,48.0,1095.7,1.1,20.1,Winter,Night,Cold
42.5,10.6,5.9,999.8,8.4,38.1,Summer,Afternoon,Very Hot
24.3,75.0,80.1,881.4,6.4,8.4,Spring,Morning,Pleasant
45.5,31.5,103.2,903.3,11.1,3.4,Summer,Morning,Extreme Heat
28.7,85.5,31.9,857.8,0.2,77.3,Rainy,Night,Comfortable
12.9,70.4,104.0,980.2,1.3,32.6,Autumn,Evening,Cold
14.2,30.0,115.6,1079.4,1.5,3.2,Autumn,Night,Cold
11.4,30.9,73.9,1090.2,7.3,27.9,Autumn,Morning,Cold
31.9,47.6,91.6,1050.6,0.8,16.7,Summer,Evening,Warm
18.8,54.8,14.0,963.3,1.7,23.3,Spring,Night,Cool
29.8,56.1,43.4,939.7,10.3,23.4,Summer,Morning,Comfortable
19.4,74.3,40.6,863.9,1.1,23.5,Spring,Evening,Cool
22.4,43.1,95.3,971.6,3.3,4.3,Spring,Afternoon,Pleasant
13.2,46.8,20.3,965.2,0.6,1.4,Winter,Night,Cold
22.1,67.9,35.8,1018.1,3.3,56.7,Rainy,Afternoon,Pleasant
36.4,40.4,24.7,1027.3,5.2,16.8,Summer,Afternoon,Hot
39.1,18.2,89.0,863.1,1.7,7.9,Summer,Evening,Hot
-8.8,79.8,15.2,894.6,1.0,3.3,Winter,Evening,Freezing
27.7,50.7,110.8,986.2,0.5,28.1,Spring,Evening,Comfortable
23.8,44.6,80.6,863.0,0.2,0.2,Autumn,Evening,Pleasant
30.1,86.1,87.3,878.8,1.2,80.0,Rainy,Evening,Warm
26.4,40.7,37.6,1005.1,1.3,28.0,Spring,Evening,Comfortable
25.5,81.5,117.7,1035.1,1.8,85.4,Rainy,Afternoon,Comfortable
-2.9,64.4,113.5,994.9,4.8,2.0,Winter,Afternoon,Freezing
10.5,70.9,86.8,884.0,1.7,6.2,Autumn,Evening,Cold
13.5,50.5,30.6,972.2,0.8,39.5,Autumn,Night,Cold
16.8,32.9,75.1,863.6,6.9,20.5,Spring,Morning,Cool
20.4,71.9,38.3,998.4,0.4,47.0,Rainy,Night,Pleasant
10.3,74.1,94.6,924.3,1.9,5.8,Autumn,Afternoon,Cold
23.4,73.1,112.5,1023.0,0.3,9.7,Spring,Night,Pleasant
12.9,34.0,84.4,950.6,1.8,26.0,Autumn,Night,Cold
31.3,74.0,40.5,950.6,0.1,69.8,Rainy,Night,Warm
20.2,49.3,92.7,1050.8,2.1,14.7,Spring,Morning,Pleasant
7.3,49.9,48.8,1052.3,3.7,1.9,Winter,Morning,Very Cold
27.4,33.9,42.6,975.8,4.5,0.2,Spring,Afternoon,Comfortable
15.4,83.5,19.1,938.5,0.8,63.4,Autumn,Evening,Cool
16.2,59.9,88.9,1039.2,1.2,6.7,Spring,Evening,Cool
5.2,34.7,55.7,893.5,3.4,0.7,Winter,Morning,Very Cold
10.5,80.5,80.8,1097.7,1.8,68.4,Autumn,Evening,Cold
31.6,94.5,60.1,1095.4,1.7,58.2,Rainy,Morning,Warm
19.6,81.1,7.9,987.4,1.2,79.2,Spring,Evening,Cool
19.7,76.4,23.4,1056.7,4.9,30.5,Spring,Afternoon,Cool
20.9,84.9,104.1,958.0,1.9,67.1,Rainy,Night,Pleasant
31.3,76.2,104.2,1070.3,3.5,45.0,Rainy,Afternoon,Warm
-19.4,68.7,2.6,1007.8,2.1,22.6,Winter,Afternoon,Very Freezing
15.2,50.0,72.1,1062.2,1.8,19.4,Spring,Evening,Cool
19.4,40.7,67.4,928.6,1.6,27.4,Spring,Morning,Cool
23.0,67.7,51.2,960.6,5.7,58.9,Rainy,Morning,Pleasant
30.2,73.3,117.5,946.6,0.5,65.3,Rainy,Night,Warm
44.1,46.0,79.8,876.3,1.3,25.4,Summer,Night,Very Hot
11.0,45.1,117.6,999.1,1.4,0.3,Autumn,Night,Cold
10.5,61.3,110.5,1092.1,1.1,18.3,Autumn,Evening,Cold
23.8,33.6,55.9,910.1,4.3,18.2,Spring,Morning,Pleasant
15.0,39.0,60.4,1057.6,1.3,13.5,Autumn,Night,Cool
18.6,90.9,99.3,1092.0,7.2,76.0,Rainy,Morning,Cool
10.4,43.6,55.2,1007.1,1.1,29.7,Autumn,Evening,Cold
22.3,34.8,49.6,1037.5,1.4,39.6,Spring,Evening,Pleasant
24.2,97.2,52.8,987.2,1.6,75.0,Rainy,Night,Pleasant
47.2,23.2,37.8,978.0,1.9,1.9,Summer,Night,Extreme Heat
22.0,51.8,23.9,956.2,0.8,36.6,Autumn,Night,Pleasant
-2.3,84.4,55.8,864.6,0.5,66.2,Winter,Evening,Freezing
20.0,73.1,59.1,895.2,6.1,10.1,Spring,Afternoon,Pleasant
26.9,64.0,79.9,944.7,1.9,35.0,Summer,Night,Comfortable
18.5,85.8,64.7,1092.2,1.0,43.8,Rainy,Night,Cool
10.7,35.2,3.9,974.8,5.2,2.5,Autumn,Afternoon,Cold
18.0,67.7,117.8,1022.8,1.8,37.9,Spring,Evening,Cool
27.8,94.8,42.8,915.3,1.9,83.6,Rainy,Night,Comfortable
2.7,83.3,85.7,1081.2,1.0,47.0,Winter,Evening,Very Cold
20.2,64.6,43.2,951.5,7.8,4.5,Autumn,Morning,Pleasant
-6.6,53.3,85.8,1000.9,0.6,16.4,Winter,Night,Freezing
49.2,15.2,44.6,856.5,7.2,31.2,Summer,Morning,Extreme Heat
36.9,10.4,10.2,1051.9,1.5,36.6,Summer,Evening,Hot
30.9,72.2,104.9,857.6,1.6,91.3,Rainy,Afternoon,Warm
24.5,83.9,18.7,906.4,0.4,87.6,Spring,Evening,Pleasant
28.0,31.4,100.2,941.3,6.9,22.2,Spring,Morning,Comfortable
22.6,72.7,111.0,1067.0,1.0,43.7,Rainy,Night,Pleasant
1.8,83.4,67.1,934.1,1.0,98.8,Winter,Evening,Very Cold
41.8,19.6,89.2,1037.6,0.6,19.3,Summer,Evening,Very Hot
31.5,31.4,34.2,988.5,0.0,11.3,Summer,Night,Warm
0.8,63.4,48.4,1019.1,2.3,32.7,Winter,Morning,Very Cold
23.5,48.8,89.7,987.4,4.2,6.8,Spring,Morning,Pleasant
49.4,43.0,7.2,944.1,14.3,20.1,Summer,Morning,Extreme Heat
30.8,95.6,60.2,959.4,3.4,83.1,Rainy,Morning,Warm
18.2,49.6,21.3,1023.8,5.3,19.3,Spring,Afternoon,Cool
30.7,66.0,92.3,1075.5,0.9,73.0,Rainy,Night,Warm
21.3,58.8,14.0,882.3,1.1,37.5,Autumn,Night,Pleasant
30.2,91.7,29.7,859.1,0.2,83.7,Rainy,Evening,Warm
35.6,18.0,36.7,981.1,11.5,31.2,Summer,Morning,Hot
49.3,21.4,8.5,936.4,1.5,17.5,Summer,Night,Extreme Heat
17.7,81.1,113.7,867.3,0.9,76.6,Autumn,Night,Cool
20.3,67.3,27.2,1000.5,5.9,3.6,Spring,Morning,Pleasant
21.7,90.4,22.7,1073.1,0.9,51.9,Rainy,Evening,Pleasant
-5.7,53.6,70.3,980.3,0.3,2.6,Winter,Night,Freezing
22.3,49.7,97.0,947.0,1.6,12.2,Spring,Evening,Pleasant
23.1,51.7,95.1,919.8,1.3,34.9,Autumn,Evening,Pleasant
29.6,85.0,72.9,980.8,1.7,42.6,Rainy,Night,Comfortable
43.8,10.7,62.0,982.4,9.0,11.9,Summer,Morning,Very Hot
17.7,73.9,96.4,953.8,0.6,11.4,Spring,Evening,Cool
5.2,49.7,73.2,945.6,0.6,1.0,Winter,Night,Very Cold
14.2,55.3,98.2,1082.5,1.1,26.5,Autumn,Evening,Cold
21.5,54.1,26.2,882.6,0.0,6.2,Spring,Night,Pleasant
25.0,34.2,99.3,956.9,1.2,3.6,Spring,Night,Comfortable
27.5,74.4,55.2,905.9,7.5,13.8,Spring,Morning,Comfortable
17.9,81.9,0.5,909.5,7.6,50.3,Autumn,Morning,Cool
26.0,95.2,57.3,1098.6,5.8,44.4,Rainy,Morning,Comfortable
28.1,69.0,62.2,996.8,2.2,97.8,Rainy,Morning,Comfortable
20.5,97.0,55.8,865.8,5.2,76.1,Rainy,Morning,Pleasant
27.6,59.9,67.2,980.0,1.2,10.6,Spring,Evening,Comfortable
17.2,74.4,6.0,1000.9,1.6,6.3,Autumn,Night,Cool
19.1,62.3,16.6,956.5,4.9,24.0,Spring,Morning,Cool
15.6,72.8,112.9,1065.5,4.9,16.4,Autumn,Morning,Cool
-15.6,35.9,82.6,914.9,2.8,39.9,Winter,Afternoon,Very Freezing
16.9,35.4,69.6,1007.0,0.7,21.4,Spring,Evening,Cool
48.9,43.0,67.8,894.9,0.2,2.2,Summer,Evening,Extreme Heat
29.3,82.8,6.6,983.9,1.9,75.9,Rainy,Night,Comfortable
23.0,72.4,89.7,908.5,1.4,20.7,Autumn,Afternoon,Pleasant
15.7,81.2,10.7,977.9,7.4,94.2,Autumn,Morning,Cool
-7.2,64.1,19.1,1092.0,1.8,6.7,Winter,Evening,Freezing
-17.0,80.0,23.2,954.1,4.1,24.0,Winter,Afternoon,Very Freezing
16.0,51.2,82.8,1000.6,1.8,20.3,Autumn,Afternoon,Cool
40.7,24.8,27.1,1068.2,1.6,9.4,Summer,Night,Very Hot
20.0,47.3,36.8,888.1,0.5,17.1,Autumn,Evening,Pleasant
19.4,77.1,52.2,898.2,0.4,30.8,Spring,Night,Cool
20.7,41.3,38.6,966.4,7.6,37.3,Autumn,Morning,Pleasant
21.8,56.6,79.1,977.7,4.3,33.4,Autumn,Morning,Pleasant
11.4,74.4,0.4,930.0,4.0,9.2,Winter,Morning,Cold
18.5,87.5,31.5,863.1,0.5,88.1,Rainy,Night,Cool
24.8,79.6,117.3,900.1,2.5,57.5,Rainy,Morning,Pleasant
23.3,96.9,73.8,953.0,1.9,42.9,Rainy,Night,Pleasant
22.4,63.9,4.7,950.8,1.3,27.9,Spring,Night,Pleasant
2.9,58.1,19.1,863.4,4.1,2.0,Winter,Afternoon,Very Cold
15.4,71.6,36.7,998.2,4.8,0.2,Autumn,Morning,Cool
47.1,15.9,85.3,1093.3,12.9,9.7,Summer,Morning,Extreme Heat
19.3,81.4,106.5,1010.3,0.8,57.6,Rainy,Night,Cool
25.4,79.0,114.4,1010.5,3.1,47.6,Rainy,Morning,Comfortable
41.5,28.8,23.9,1000.4,5.6,16.5,Summer,Morning,Very Hot
12.3,50.8,42.4,883.1,1.3,20.3,Autumn,Evening,Cold
33.8,47.9,56.7,1069.4,0.1,32.2,Summer,Night,Warm
25.4,49.2,83.3,889.9,1.8,16.2,Spring,Night,Comfortable
4.7,75.1,28.4,1015.3,0.8,14.7,Winter,Evening,Very Cold
23.4,77.1,100.3,875.3,5.7,54.9,Rainy,Morning,Pleasant
29.2,63.4,85.1,855.3,5.4,36.1,Summer,Afternoon,Comfortable
30.5,73.0,88.8,927.4,1.7,82.0,Rainy,Evening,Warm
15.5,84.1,46.0,888.1,1.3,57.1,Spring,Evening,Cool
18.2,54.5,100.3,916.2,4.1,21.5,Autumn,Afternoon,Cool
21.0,51.7,77.5,887.7,7.5,15.3,Autumn,Morning,Pleasant
10.3,41.3,58.4,1069.6,1.1,37.2,Autumn,Night,Cold
36.6,45.5,54.6,989.0,9.0,18.4,Summer,Afternoon,Hot
3.7,72.8,15.7,1000.2,0.1,19.9,Winter,Evening,Very Cold
20.6,77.8,51.9,1005.8,1.5,70.2,Rainy,Afternoon,Pleasant
39.3,35.5,66.8,1034.6,0.7,30.6,Summer,Night,Hot
18.9,31.8,70.8,981.0,0.6,1.5,Spring,Night,Cool
24.7,91.5,54.3,860.8,0.6,59.2,Rainy,Night,Pleasant
23.5,45.1,116.1,930.4,8.0,39.8,Spring,Afternoon,Pleasant
10.9,31.6,29.4,1070.4,0.8,28.8,Autumn,Evening,Cold
27.6,70.5,94.5,927.8,3.3,40.6,Rainy,Afternoon,Comfortable
16.5,72.5,59.0,1046.1,1.2,3.3,Spring,Night,Cool
26.7,56.3,20.7,1038.1,1.8,22.2,Summer,Night,Comfortable
10.3,64.4,80.3,881.6,1.9,5.3,Winter,Evening,Cold
23.1,69.6,90.5,904.8,4.1,24.7,Autumn,Afternoon,Pleasant
11.5,82.9,106.8,917.6,1.6,71.1,Autumn,Evening,Cold
18.1,70.1,49.3,1007.3,5.9,28.4,Autumn,Morning,Cool
30.0,81.0,31.5,910.4,4.4,93.2,Rainy,Morning,Warm
28.5,68.4,57.1,1097.9,6.4,52.6,Rainy,Morning,Comfortable
-11.8,52.5,93.6,1042.8,2.6,36.9,Winter,Morning,Very Freezing
-14.9,44.0,109.7,878.3,6.3,30.3,Winter,Morning,Very Freezing
21.7,72.9,55.9,916.3,1.5,78.2,Rainy,Evening,Pleasant
-16.1,81.4,22.0,913.2,3.8,63.0,Winter,Afternoon,Very Freezing
-4.0,39.4,32.1,977.3,0.3,24.5,Winter,Evening,Freezing
28.0,97.8,109.5,1086.5,2.7,47.9,Rainy,Morning,Comfortable
26.6,83.5,103.1,877.5,7.6,65.4,Spring,Afternoon,Comfortable
44.1,21.4,106.5,942.0,6.4,27.8,Summer,Morning,Very Hot
-4.8,75.1,108.7,879.9,4.7,11.4,Winter,Morning,Freezing
30.1,70.7,97.5,1063.3,1.8,55.9,Rainy,Evening,Warm
23.5,73.9,117.9,1095.8,7.5,87.1,Rainy,Afternoon,Pleasant
29.4,79.3,39.2,1036.2,1.6,42.9,Rainy,Afternoon,Comfortable
16.2,79.3,15.1,880.8,2.0,1.2,Autumn,Afternoon,Cool
3.1,53.7,91.6,1098.1,5.6,2.0,Winter,Afternoon,Very Cold
26.5,59.0,99.0,1064.2,1.9,38.0,Spring,Evening,Comfortable
43.1,13.1,12.7,973.2,0.3,39.1,Summer,Night,Very Hot
37.2,24.6,76.7,882.3,0.9,11.0,Summer,Evening,Hot
26.0,80.3,100.0,924.4,12.9,41.9,Summer,Morning,Comfortable
7.0,44.5,0.6,1017.1,1.9,24.3,Winter,Evening,Very Cold
-8.8,77.7,27.9,1001.9,3.8,8.3,Winter,Morning,Freezing
28.4,88.2,28.4,874.5,1.2,73.2,Rainy,Evening,Comfortable
18.8,67.8,119.1,1045.9,7.5,51.7,Rainy,Morning,Cool
28.6,58.0,99.6,937.5,0.8,5.1,Summer,Evening,Comfortable
26.7,88.6,93.3,989.2,5.5,40.8,Rainy,Morning,Comfortable
16.0,67.3,21.1,1029.2,5.9,9.4,Spring,Afternoon,Cool
19.2,51.5,23.3,1032.9,2.1,34.2,Autumn,Morning,Cool
19.5,89.3,62.3,924.5,4.0,57.9,Rainy,Morning,Cool
29.1,50.0,30.1,1020.9,1.4,20.1,Summer,Evening,Comfortable
-0.4,67.8,39.1,873.7,7.8,11.5,Winter,Morning,Freezing
25.5,59.5,33.4,865.4,0.3,35.8,Spring,Night,Comfortable
22.2,86.9,18.1,967.3,4.5,75.1,Rainy,Morning,Pleasant
24.9,76.6,8.5,872.4,0.9,61.3,Rainy,Night,Pleasant
32.6,67.8,103.7,924.7,6.9,4.6,Summer,Morning,Warm
20.1,52.9,56.3,941.9,0.2,12.4,Spring,Night,Pleasant
4.6,41.9,22.0,957.9,1.6,33.7,Winter,Night,Very Cold
30.1,65.2,4.2,1078.0,6.4,67.0,Rainy,Morning,Warm
13.4,72.5,101.1,1040.2,0.3,33.3,Winter,Evening,Cold
20.7,44.7,72.5,1067.8,8.0,24.3,Spring,Afternoon,Pleasant
30.6,44.1,57.5,941.8,1.8,14.7,Summer,Night,Warm
46.7,43.4,100.0,1024.5,7.9,13.4,Summer,Morning,Extreme Heat
35.0,57.3,80.1,853.2,1.7,17.9,Summer,Night,Hot
-15.2,54.2,59.6,950.9,1.4,16.8,Winter,Night,Very Freezing
22.8,74.4,13.1,949.3,0.7,22.8,Spring,Night,Pleasant
-17.3,34.0,102.0,903.2,1.3,21.7,Winter,Night,Very Freezing
-15.6,37.1,66.8,1086.6,3.9,13.1,Winter,Morning,Very Freezing
12.6,76.0,119.5,855.6,1.8,24.4,Winter,Morning,Cold
13.3,73.3,6.8,942.3,4.5,22.4,Autumn,Afternoon,Cold
7.6,69.8,32.9,1061.5,4.0,10.9,Winter,Afternoon,Very Cold
25.9,38.2,54.7,973.1,0.1,7.8,Spring,Evening,Comfortable
-6.2,40.6,7.3,997.7,7.9,6.7,Winter,Morning,Freezing
31.0,81.8,72.4,876.3,1.1,70.0,Summer,Night,Warm
31.4,67.2,65.1,908.3,1.1,32.9,Summer,Evening,Warm
19.6,90.2,60.0,1073.5,7.4,43.3,Rainy,Morning,Cool
11.3,82.3,74.7,1026.7,3.1,64.7,Autumn,Afternoon,Cold
23.1,56.8,75.7,1033.6,0.7,28.8,Autumn,Evening,Pleasant
42.6,29.6,46.0,905.5,13.2,24.3,Summer,Morning,Very Hot
23.2,32.6,102.0,1099.4,7.2,32.4,Autumn,Afternoon,Pleasant
32.0,74.8,80.2,894.2,5.1,94.2,Rainy,Afternoon,Warm
3.5,40.3,75.0,934.1,2.5,12.5,Winter,Morning,Very Cold
34.9,43.5,53.8,930.1,1.5,38.8,Summer,Night,Warm
46.5,32.6,18.9,1022.7,10.1,26.0,Summer,Morning,Extreme Heat
16.2,79.6,90.1,972.2,5.2,13.0,Autumn,Morning,Cool
27.3,66.5,39.2,1005.8,1.4,41.4,Rainy,Morning,Comfortable
33.3,54.1,31.5,891.2,11.9,20.6,Summer,Morning,Warm
14.5,62.5,8.7,886.9,1.5,32.5,Autumn,Morning,Cold
28.5,90.1,80.3,969.2,5.5,42.3,Rainy,Morning,Comfortable
21.5,49.7,33.3,1010.7,5.8,34.8,Spring,Morning,Pleasant
17.3,47.7,116.9,1096.6,4.6,37.4,Spring,Morning,Cool
32.3,44.7,111.5,893.1,10.8,22.2,Summer,Morning,Warm
25.0,74.5,20.3,1005.2,6.0,74.2,Rainy,Morning,Comfortable
12.0,78.5,69.9,881.7,4.2,33.8,Autumn,Morning,Cold
13.9,84.8,90.1,1011.2,3.5,42.9,Autumn,Morning,Cold
17.8,71.9,64.5,1060.2,0.1,14.7,Autumn,Evening,Cool
16.3,34.0,114.5,905.8,7.5,17.0,Autumn,Afternoon,Cool
22.2,81.2,0.6,1037.1,1.8,48.4,Spring,Evening,Pleasant
31.1,84.0,63.3,885.3,1.0,88.6,Rainy,Morning,Warm
21.7,70.0,69.6,890.6,5.7,5.3,Spring,Morning,Pleasant
23.3,80.6,5.6,853.4,1.8,47.7,Rainy,Night,Pleasant
21.4,78.9,62.3,991.3,5.7,38.5,Autumn,Morning,Pleasant
-0.4,30.8,9.7,994.3,7.6,34.7,Winter,Afternoon,Freezing
32.1,50.8,12.4,1029.8,10.0,28.4,Summer,Afternoon,Warm
33.1,48.4,3.1,935.3,13.0,35.9,Summer,Morning,Warm
20.9,31.7,105.5,853.3,7.6,19.6,Spring,Afternoon,Pleasant
30.9,65.9,69.8,987.2,2.5,65.7,Rainy,Afternoon,Warm
28.2,65.0,112.4,891.1,0.5,55.8,Rainy,Evening,Comfortable
23.7,47.5,45.7,1097.7,2.7,20.3,Spring,Morning,Pleasant
21.3,79.5,73.8,970.3,0.9,61.8,Rainy,Evening,Pleasant
26.7,87.9,8.4,1007.8,1.9,72.5,Rainy,Night,Comfortable
-4.2,77.1,113.3,934.0,4.9,3.8,Winter,Afternoon,Freezing
21.4,32.0,63.4,1015.5,2.5,36.2,Autumn,Afternoon,Pleasant
46.7,32.7,52.7,866.8,9.6,32.8,Summer,Afternoon,Extreme Heat
24.9,69.1,1.6,925.8,5.9,87.4,Rainy,Afternoon,Pleasant
19.9,85.0,48.9,1015.4,1.8,64.6,Rainy,Evening,Cool
0.1,52.1,45.0,895.7,4.0,39.4,Winter,Morning,Very Cold
40.0,41.1,89.9,932.2,1.2,34.9,Summer,Evening,Very Hot
20.7,42.3,46.6,954.0,6.2,3.8,Spring,Afternoon,Pleasant
11.5,75.2,25.2,948.5,0.6,16.0,Autumn,Evening,Cold
31.9,34.1,84.9,970.8,14.0,39.3,Summer,Morning,Warm
15.8,52.4,38.9,1045.4,1.5,19.1,Autumn,Evening,Cool
32.7,46.1,97.3,871.9,1.6,26.8,Summer,Evening,Warm
24.1,88.8,73.1,1042.2,0.9,68.4,Rainy,Evening,Pleasant
16.4,54.0,116.6,859.4,0.6,12.6,Spring,Night,Cool
19.5,87.0,11.4,873.7,6.1,59.4,Rainy,Morning,Cool
10.5,54.5,13.6,937.8,2.0,35.6,Autumn,Night,Cold
11.5,39.0,45.8,885.2,5.4,29.2,Winter,Afternoon,Cold
22.8,71.0,9.5,1023.3,6.5,89.6,Rainy,Morning,Pleasant
9.1,38.3,4.6,1069.7,0.6,5.2,Winter,Evening,Cold
